Season,Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,ID
2009,5,Metta World Peace,29,HOU,1,54,595,0.091,69,35.5,17.1,5.2,3.3,1.5,0.3,0.401,0.399,0.748,5.5,0.108,4,1.2,103,artesro01
2009,6,Chris Paul,23,NOH,1,49,595,0.082,78,38.5,22.8,5.5,11,2.8,0.1,0.503,0.364,0.868,18.3,0.292,5,3.8,103,paulch01
2009,7,Kobe Bryant,30,LAL,2,43,595,0.072,82,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206,4,0.3,106,bryanko01
2009,8,Kevin Garnett,32,BOS,1,31,595,0.052,57,31.1,15.8,8.5,2.5,1.1,1.2,0.531,0.25,0.841,7.1,0.193,4.1,3,98,garneke01
2009,9,Chris Andersen,30,DEN,0,10,595,0.017,71,20.6,6.4,6.2,0.4,0.6,2.5,0.548,0.2,0.718,5.4,0.176,2.8,2.4,101,anderch01
2009,10,Rajon Rondo,22,BOS,0,8,595,0.013,80,33,11.9,5.2,8.2,1.9,0.1,0.505,0.313,0.642,9.9,0.179,5.1,2.1,101,rondora01
2009,11,Tim Duncan,32,SAS,0,7,595,0.012,75,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0,0.692,10.1,0.191,5,2,100,duncati01
2009,12,Raja Bell,32,TOT,0,4,595,0.007,67,34.6,11.9,3.6,2.1,0.7,0.1,0.437,0.421,0.853,3.6,0.074,1.6,-0.4,111,bellra01
2009,13T,Andre Iguodala,25,PHI,0,3,595,0.005,82,39.9,18.8,5.7,5.3,1.6,0.4,0.473,0.307,0.724,9.2,0.134,3.5,0.6,108,iguodan01
2009,13T,Anderson Varejão,26,CLE,0,3,595,0.005,81,28.5,8.6,7.2,1,0.9,0.8,0.536,0,0.616,8,0.166,4.7,1.6,100,varejan01
2009,15,Ronny Turiaf,26,GSW,0,2,595,0.003,79,21.5,5.9,4.6,2.1,0.4,2.1,0.508,0,0.79,3.6,0.101,1.4,2.3,110,turiaro01
2009,16T,Trevor Ariza,23,LAL,0,1,595,0.002,82,24.4,8.9,4.3,1.8,1.7,0.3,0.46,0.319,0.71,6.1,0.146,3.5,2.2,102,arizatr01
2009,16T,Marcus Camby,34,LAC,0,1,595,0.002,62,31,10.3,11.1,2,0.8,2.1,0.512,0.25,0.725,5.2,0.129,2.9,1.8,104,cambyma01
2009,16T,Grant Hill,36,PHO,0,1,595,0.002,82,29.8,12,4.9,2.3,1.1,0.7,0.523,0.316,0.808,5.3,0.104,1.9,0.4,111,hillgr01
2009,16T,Joel Przybilla,29,POR,0,1,595,0.002,82,23.8,5.5,8.7,0.3,0.4,1.2,0.625,0,0.663,6.6,0.163,3.4,1.2,102,przybjo01
2009,16T,Josh Smith,23,ATL,0,1,595,0.002,69,35.1,15.6,7.2,2.4,1.4,1.6,0.492,0.299,0.588,4.9,0.097,3.6,1.4,104,smithjo03
2009,16T,Hedo Türkoğlu,29,ORL,0,1,595,0.002,77,36.6,16.8,5.3,4.9,0.8,0.2,0.413,0.356,0.807,7.3,0.125,4.4,0.7,104,turkohe01
2008,1,Kevin Garnett,31,BOS,90,493,620,0.795,71,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0,0.801,12.9,0.265,6.2,3.5,94,garneke01
2008,2,Marcus Camby,33,DEN,12,178,620,0.287,79,34.9,9.1,13.1,3.3,1.1,3.6,0.45,0.3,0.708,8.5,0.148,5.9,3.3,98,cambyma01
2008,3,Shane Battier,29,HOU,11,175,620,0.282,80,36.3,9.3,5.1,1.9,1,1.1,0.428,0.377,0.743,8.2,0.135,4.6,1.9,103,battish01
2008,4,Bruce Bowen,36,SAS,7,80,620,0.129,81,30.2,6,2.9,1.1,0.7,0.3,0.407,0.419,0.652,4.4,0.085,3.4,1.5,105,bowenbr01
2008,5,Kobe Bryant,29,LAL,0,40,620,0.065,82,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,4.3,0.6,105,bryanko01
2008,6,Josh Smith,22,ATL,1,34,620,0.055,81,35.5,17.2,8.2,3.4,1.5,2.8,0.457,0.253,0.71,5.8,0.097,4.6,2.5,103,smithjo03
2008,7T,Dwight Howard,22,ORL,1,24,620,0.039,82,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0,0.59,12.9,0.2,6.4,1.2,99,howardw01
2008,7T,Chris Paul,22,NOH,1,24,620,0.039,80,37.6,21.1,4,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284,4.6,3.2,103,paulch01
2008,9,Tim Duncan,31,SAS,0,22,620,0.035,78,34,19.3,11.3,2.8,0.7,1.9,0.497,0,0.73,11.1,0.201,6.2,2.2,97,duncati01
2008,10,Tayshaun Prince,27,DET,0,13,620,0.021,82,32.9,13.2,4.9,3.3,0.5,0.4,0.448,0.363,0.768,7.5,0.133,3.2,-0.1,106,princta01
2008,11,Tyson Chandler,25,NOH,1,10,620,0.016,79,35.2,11.8,11.7,1,0.6,1.1,0.623,0,0.593,10,0.172,4.1,-0.2,104,chandty01
2008,12,Rasheed Wallace,33,DET,0,9,620,0.015,77,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155,5.1,2.6,98,wallara01
2008,13T,Raja Bell,31,PHO,0,3,620,0.005,75,35.3,11.9,3.7,2.2,0.7,0.4,0.421,0.401,0.868,4.5,0.082,1.5,-0.5,111,bellra01
2008,13T,Samuel Dalembert,26,PHI,0,3,620,0.005,82,33.2,10.5,10.4,0.5,0.5,2.3,0.513,0,0.707,6.9,0.121,4.3,0.5,103,dalemsa01
2008,13T,Richard Hamilton,29,DET,0,3,620,0.005,72,33.7,17.3,3.3,4.2,1,0.1,0.484,0.44,0.833,7.7,0.152,2.9,0.1,106,hamilri01
2008,16T,Chauncey Billups,31,DET,0,1,620,0.002,78,32.3,17,2.7,6.8,1.3,0.2,0.448,0.401,0.918,13.5,0.257,3.4,1.2,105,billuch01
2008,16T,Andrei Kirilenko,26,UTA,0,1,620,0.002,72,30.8,11,4.7,4,1.2,1.5,0.506,0.379,0.77,7.1,0.154,2.8,2,105,kirilan01
2008,16T,Kyle Lowry,21,MEM,0,1,620,0.002,82,25.5,9.6,3,3.6,1.1,0.3,0.432,0.257,0.698,3.4,0.078,1.3,0.3,111,lowryky01
2008,16T,Rajon Rondo,21,BOS,0,1,620,0.002,77,29.9,10.6,4.2,5.1,1.7,0.2,0.492,0.263,0.611,7.2,0.15,4.9,2.6,98,rondora01
2008,16T,Metta World Peace,28,SAC,0,1,620,0.002,57,38.1,20.5,5.8,3.5,2.3,0.7,0.453,0.38,0.719,4.7,0.103,2.2,0.7,108,artesro01
2007,1,Marcus Camby,32,DEN,70,431,650,0.663,70,33.8,11.2,11.7,3.2,1.2,3.3,0.473,0,0.729,7.6,0.155,5.1,3.9,97,cambyma01
2007,2,Bruce Bowen,35,SAS,22,206,650,0.317,82,30,6.2,2.7,1.4,0.8,0.3,0.405,0.384,0.589,4.1,0.079,3.6,1.4,103,bowenbr01
2007,3,Tim Duncan,30,SAS,15,158,650,0.243,80,34.1,20,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13,0.23,6.8,3.2,94,duncati01
2007,4,Shawn Marion,28,PHO,7,93,650,0.143,80,37.6,17.5,9.8,1.7,2,1.5,0.524,0.317,0.81,12,0.191,5.3,1.9,100,mariosh01
2007,5,Shane Battier,28,HOU,7,86,650,0.132,82,36.4,10.1,4.1,2.1,1,0.7,0.446,0.421,0.779,9,0.144,4.6,2,102,battish01
2007,6,Ben Wallace,32,CHI,1,42,650,0.065,77,35,6.4,10.7,2.4,1.4,2,0.453,0.2,0.408,8.2,0.146,6.6,3.3,95,wallabe01
2007,7,Gerald Wallace,24,CHA,3,27,650,0.042,72,36.7,18.1,7.2,2.6,2,1,0.502,0.325,0.691,7.7,0.141,3.5,1.5,104,wallage01
2007,8,Metta World Peace,27,SAC,1,20,650,0.031,70,37.7,18.8,6.5,3.4,2.1,0.6,0.44,0.358,0.74,6.7,0.122,3.1,0.9,105,artesro01
2007,9,Tyson Chandler,24,NOK,0,15,650,0.023,73,34.6,9.5,12.4,0.9,0.5,1.8,0.624,0,0.527,7.9,0.15,3.8,0.7,103,chandty01
2007,10,Jermaine O'Neal,28,IND,1,11,650,0.017,69,35.6,19.4,9.6,2.4,0.7,2.6,0.436,0,0.767,4.7,0.091,4.1,1.2,101,onealje01
2007,11T,Emeka Okafor,24,CHA,0,10,650,0.015,67,34.8,14.4,11.3,1.2,0.9,2.6,0.532,,0.593,7.1,0.147,3.6,0.9,102,okafoem01
2007,11T,Tayshaun Prince,26,DET,0,10,650,0.015,82,36.6,14.3,5.2,2.8,0.6,0.7,0.46,0.386,0.768,8,0.128,2.9,-0.4,107,princta01
2007,13T,Kevin Garnett,30,MIN,0,7,650,0.011,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,4.9,1.7,101,garneke01
2007,13T,Kirk Hinrich,26,CHI,0,7,650,0.011,80,35.5,16.6,3.4,6.3,1.3,0.3,0.448,0.415,0.835,10.1,0.171,4.6,1.1,102,hinriki01
2007,13T,Andrei Kirilenko,25,UTA,0,7,650,0.011,70,29.3,8.3,4.7,2.9,1.1,2.1,0.471,0.213,0.728,4.4,0.104,2.9,3.1,103,kirilan01
2007,16T,Dwight Howard,21,ORL,1,6,650,0.009,82,36.9,17.6,12.3,1.9,0.9,1.9,0.603,0.5,0.586,9.7,0.154,5.8,1.1,99,howardw01
2007,16T,Quinton Ross,25,LAC,1,6,650,0.009,81,21,5.2,2.3,1.1,0.9,0.4,0.467,0.2,0.782,3.2,0.09,1.8,1.4,106,rossqu01
2007,18T,Udonis Haslem,26,MIA,1,5,650,0.008,79,31.4,10.7,8.3,1.2,0.6,0.3,0.492,0,0.68,5.1,0.099,3.1,-0.8,105,hasleud01
2007,18T,Josh Howard,26,DAL,0,5,650,0.008,70,35.1,18.9,6.8,1.8,1.2,0.8,0.459,0.385,0.827,8.8,0.173,3.8,0.4,102,howarjo01
2007,20,Luol Deng,21,CHI,0,4,650,0.006,82,37.5,18.8,7.1,2.5,1.2,0.6,0.517,0.143,0.777,11.3,0.176,5.6,1.3,100,denglu01
2007,21T,Caron Butler,26,WAS,0,3,650,0.005,63,39.3,19.1,7.4,3.7,2.1,0.3,0.463,0.25,0.863,5.3,0.103,1.9,-0.2,109,butleca01
2007,21T,Josh Smith,21,ATL,0,3,650,0.005,72,36.8,16.4,8.6,3.3,1.4,2.9,0.439,0.25,0.693,4.4,0.079,4,1.7,102,smithjo03
2007,23,Raja Bell,30,PHO,0,2,650,0.003,78,37.4,14.7,3.2,2.5,0.6,0.3,0.432,0.413,0.776,5.8,0.095,1.6,-0.6,110,bellra01
2007,24T,Kobe Bryant,28,LAL,0,1,650,0.002,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13,0.199,2.2,-0.5,109,bryanko01
2007,24T,Devin Harris,23,DAL,0,1,650,0.002,80,26,10.2,2.5,3.7,1.2,0.3,0.492,0.28,0.824,6.5,0.151,2.9,1.6,104,harride01
2007,24T,Andre Iguodala,23,PHI,0,1,650,0.002,76,40.3,18.2,5.7,5.7,2,0.4,0.447,0.31,0.82,7.7,0.12,3.6,1.1,105,iguodan01
2007,24T,Yao Ming,26,HOU,0,1,650,0.002,48,33.8,25,9.4,2,0.4,2,0.516,0,0.862,7.4,0.22,3.4,1.9,98,mingya01
2007,24T,Alonzo Mourning,36,MIA,0,1,650,0.002,77,20.4,8.6,4.5,0.2,0.2,2.3,0.56,,0.601,3.5,0.107,2.5,1.2,102,mournal01
2007,24T,Anthony Parker,31,TOR,0,1,650,0.002,73,33.4,12.4,3.9,2.1,1,0.2,0.477,0.441,0.835,6.5,0.127,2.1,0.4,108,parkean01
2006,1,Ben Wallace,31,DET,58,420,620,0.677,82,35.2,7.3,11.3,1.9,1.8,2.2,0.51,0,0.416,10.1,0.168,6.9,3.1,95,wallabe01
2006,2,Bruce Bowen,34,SAS,38,308,620,0.497,82,33.6,7.5,3.9,1.5,1,0.4,0.433,0.424,0.607,6.2,0.108,4.5,2,101,bowenbr01
2006,3,Andrei Kirilenko,24,UTA,12,121,620,0.195,69,37.7,15.3,8,4.3,1.5,3.2,0.46,0.308,0.699,7.9,0.145,4.3,3.1,101,kirilan01
2006,4,Metta World Peace,26,TOT,6,65,620,0.105,56,39.4,17.6,5.1,3.6,2.2,0.7,0.404,0.308,0.675,3.7,0.081,3.2,1.3,103,artesro01
2006,5,Marcus Camby,31,DEN,3,55,620,0.089,56,33.2,12.8,11.9,2.1,1.4,3.3,0.465,0.091,0.712,5.5,0.141,4.5,3.3,95,cambyma01
2006,6,Tim Duncan,29,SAS,3,42,620,0.068,80,34.8,18.6,11,3.2,0.9,2,0.484,0.4,0.629,10.8,0.187,6.9,2.6,94,duncati01
2006,7,Shawn Marion,27,PHO,0,33,620,0.053,81,40.3,21.8,11.8,1.8,2,1.7,0.525,0.331,0.809,14.6,0.214,5.9,1.3,100,mariosh01
2006,8,Alonzo Mourning,35,MIA,4,29,620,0.047,65,20,7.8,5.5,0.2,0.2,2.7,0.597,0,0.594,4.8,0.176,2.6,2.5,98,mournal01
2006,9,Gerald Wallace,23,CHA,0,27,620,0.044,55,34.5,15.2,7.5,1.7,2.5,2.1,0.538,0.28,0.614,6.4,0.163,3.4,2.9,100,wallage01
2006,10T,Shane Battier,27,MEM,0,3,620,0.005,81,35,10.1,5.3,1.7,1.1,1.4,0.488,0.394,0.707,9.1,0.153,4.5,1.8,102,battish01
2006,10T,Elton Brand,26,LAC,0,3,620,0.005,79,39.2,24.7,10,2.6,1,2.5,0.527,0.333,0.775,14.8,0.229,5.5,1.6,100,brandel01
2006,12,Andre Iguodala,22,PHI,0,2,620,0.003,82,37.6,12.3,5.9,3.1,1.6,0.3,0.5,0.354,0.754,7.5,0.116,2.6,0.4,108,iguodan01
2006,13T,Raja Bell,29,PHO,0,1,620,0.002,79,37.5,14.7,3.2,2.6,1,0.3,0.457,0.442,0.788,6.8,0.11,2.1,0.1,109,bellra01
2006,13T,P.J. Brown,36,NOK,0,1,620,0.002,75,31.7,9,7.3,1.2,0.6,0.7,0.461,,0.827,4.4,0.088,2.3,-0.2,107,brownpj01
2006,13T,Kevin Garnett,29,MIN,0,1,620,0.002,76,38.9,21.8,12.7,4.1,1.4,1.4,0.526,0.267,0.81,14.9,0.242,5.9,2.2,98,garneke01
2006,13T,Eddie Jones,34,MEM,0,1,620,0.002,75,32.5,11.8,3.7,2.4,1.7,0.4,0.404,0.356,0.781,7.2,0.141,4.2,2.3,100,jonesed02
2006,13T,Andrés Nocioni,26,CHI,0,1,620,0.002,82,27.3,13,6.1,1.4,0.5,0.6,0.461,0.391,0.843,6.7,0.144,3.4,0.9,102,nocioan01
2006,13T,James Posey,29,MIA,0,1,620,0.002,67,28.6,7.2,4.8,1.3,0.8,0.3,0.403,0.403,0.787,4.2,0.104,2.4,1,105,poseyja01
2006,13T,Tayshaun Prince,25,DET,0,1,620,0.002,82,35.3,14.1,4.2,2.3,0.8,0.5,0.455,0.35,0.765,7,0.115,3,-0.2,106,princta01
2006,13T,Rasheed Wallace,31,DET,0,1,620,0.002,80,34.8,15.1,6.8,2.3,1,1.6,0.43,0.357,0.743,8.9,0.154,4.9,1.9,100,wallara01
2005,1,Ben Wallace,30,DET,45,339,625,0.542,74,36.1,9.7,12.2,1.7,1.4,2.4,0.453,0.111,0.428,8.5,0.153,6.7,2.6,94,wallabe01
2005,2,Bruce Bowen,33,SAS,33,247,625,0.395,82,32,8.2,3.5,1.5,0.7,0.5,0.42,0.403,0.634,6.1,0.111,4,1.2,102,bowenbr01
2005,3,Marcus Camby,30,DEN,19,168,625,0.269,66,30.5,10.3,10,2.3,0.9,3,0.465,0,0.723,5.8,0.138,4.5,3.3,96,cambyma01
2005,4,Tim Duncan,28,SAS,6,81,625,0.13,66,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245,5.7,2.8,93,duncati01
2005,5,Shawn Marion,26,PHO,5,57,625,0.091,81,38.8,19.4,11.3,1.9,2,1.5,0.476,0.334,0.833,12.5,0.191,5.2,1.3,101,mariosh01
2005,6,Larry Hughes,26,WAS,3,53,625,0.085,61,38.7,22,6.3,4.7,2.9,0.3,0.43,0.282,0.777,7.7,0.157,3.1,1.9,104,hughela01
2005,7,Tayshaun Prince,24,DET,6,46,625,0.074,82,37.1,14.7,5.3,3,0.7,0.9,0.487,0.341,0.807,9.4,0.149,4,0.7,104,princta01
2005,8,Shaquille O'Neal,32,MIA,3,32,625,0.051,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,,0.461,11,0.211,4.6,1.2,100,onealsh01
2005,9,Kevin Garnett,28,MIN,4,30,625,0.048,82,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248,6,3,99,garneke01
2005,10,Andrei Kirilenko,23,UTA,1,25,625,0.04,41,32.9,15.6,6.2,3.2,1.6,3.3,0.493,0.299,0.784,5.5,0.197,2,3.7,102,kirilan01
2005,11,Allen Iverson,29,PHI,0,10,625,0.016,75,42.3,30.7,4,7.9,2.4,0.1,0.424,0.308,0.835,9,0.136,3.7,0,105,iversal01
2005,12T,Kirk Hinrich,24,CHI,0,6,625,0.01,77,36.4,15.7,3.9,6.4,1.6,0.3,0.397,0.355,0.792,7.2,0.124,4.7,1.6,101,hinriki01
2005,12T,Joel Przybilla,25,POR,0,6,625,0.01,76,24.4,6.4,7.7,1,0.3,2.1,0.598,,0.517,4.7,0.121,2.7,1.4,103,przybjo01
2005,14T,Trenton Hassell,25,MIN,0,4,625,0.006,82,25.2,6.6,2.7,1.6,0.4,0.4,0.474,0.091,0.789,2.7,0.063,1,-0.4,111,hassetr01
2005,14T,Andre Iguodala,21,PHI,0,4,625,0.006,82,32.8,9,5.7,3,1.7,0.6,0.493,0.331,0.743,6.6,0.118,4,2.1,102,iguodan01
2005,16T,Rasheed Wallace,30,DET,0,3,625,0.005,79,34,14.5,8.2,1.8,0.8,1.5,0.44,0.318,0.697,7.1,0.127,5.1,1.2,99,wallara01
2005,16T,David Wesley,34,TOT,0,3,625,0.005,80,34.7,11.9,2.9,3.3,1.2,0.1,0.398,0.375,0.857,5.2,0.089,2.8,0.6,106,wesleda01
2005,18T,Tyson Chandler,22,CHI,0,2,625,0.003,80,27.4,8,9.7,0.8,0.9,1.8,0.494,0,0.673,8.3,0.183,5.5,2.7,94,chandty01
2005,18T,Manu Ginóbili,27,SAS,0,2,625,0.003,74,29.6,16,4.4,3.9,1.6,0.4,0.471,0.376,0.803,11,0.24,4.6,2.8,98,ginobma01
2005,18T,Josh Howard,24,DAL,0,2,625,0.003,76,32.2,12.6,6.4,1.4,1.5,0.6,0.475,0.296,0.733,6.4,0.126,3.4,0.8,103,howarjo01
2005,21T,Shane Battier,26,MEM,0,1,625,0.002,80,31.5,9.9,5.2,1.6,1.1,1,0.442,0.395,0.789,7.8,0.149,3.4,1.3,103,battish01
2005,21T,Dwight Howard,19,ORL,0,1,625,0.002,82,32.6,12,10,0.9,0.9,1.7,0.52,0,0.671,7.3,0.131,3.5,-0.1,104,howardw01
2005,21T,Andrés Nocioni,25,CHI,0,1,625,0.002,81,23.4,8.4,4.8,1.5,0.5,0.4,0.401,0.258,0.766,2.5,0.062,3.3,1.1,100,nocioan01
2005,21T,Emeka Okafor,22,CHA,0,1,625,0.002,73,35.6,15.1,10.9,0.9,0.8,1.7,0.447,0,0.609,4,0.074,3.1,-1.3,105,okafoem01
2005,21T,Dwyane Wade,23,MIA,0,1,625,0.002,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11,0.177,4.3,0.7,103,wadedw01
2004,1,Metta World Peace,24,IND,80,476,605,0.787,73,37.2,18.3,5.3,3.7,2.1,0.7,0.421,0.31,0.733,8,0.141,5.2,1.9,96,artesro01
2004,2,Ben Wallace,29,DET,26,325,605,0.537,81,37.7,9.5,12.4,1.7,1.8,3,0.421,0.125,0.49,10.2,0.16,9.1,3.3,87,wallabe01
2004,3,Theo Ratliff,30,TOT,8,90,605,0.149,85,31.3,7.9,7.2,0.8,0.6,3.6,0.485,,0.645,5.2,0.094,3.4,2.3,101,ratlith01
2004,4,Bruce Bowen,32,SAS,4,76,605,0.126,82,32,6.9,3.1,1.4,1,0.4,0.42,0.363,0.579,5.4,0.098,4.6,2.2,97,bowenbr01
2004,5,Andrei Kirilenko,22,UTA,2,67,605,0.111,78,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192,5,2.9,97,kirilan01
2004,6,Kevin Garnett,27,MIN,0,36,605,0.06,82,39.4,24.2,13.9,5,1.5,2.2,0.499,0.256,0.791,18.3,0.272,8,3.3,92,garneke01
2004,7,Tim Duncan,27,SAS,0,8,605,0.013,69,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249,7.2,3.3,89,duncati01
2004,8,Clifford Robinson,37,GSW,1,5,605,0.008,82,34.7,11.8,3.9,3.3,0.8,0.9,0.387,0.357,0.711,2,0.033,2.1,0,105,robincl02
2004,9,Kenyon Martin,26,NJN,0,2,605,0.003,65,34.6,16.7,9.5,2.5,1.5,1.3,0.488,0.28,0.684,6.7,0.142,5.1,1.8,93,martike01
2004,10T,Kobe Bryant,25,LAL,0,1,605,0.002,65,37.6,24,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21,3,0.5,102,bryanko01
2004,10T,Shaquille O'Neal,31,LAL,0,1,605,0.002,67,36.8,21.5,11.5,2.9,0.5,2.5,0.584,,0.49,9.9,0.192,4,1,98,onealsh01
2004,10T,James Posey,27,MEM,0,1,605,0.002,82,29.9,13.7,4.9,1.5,1.7,0.5,0.478,0.386,0.83,10,0.195,3.2,1.4,101,poseyja01
2004,10T,Earl Watson,24,MEM,0,1,605,0.002,81,20.6,5.7,2.2,5,1.1,0.2,0.371,0.245,0.652,1.8,0.052,1.7,0.3,103,watsoea01